1/2/19						11658600
1/3/19						6965200
1/4/19						7394100
1/7/19						7551200
1/8/19						7008500
1/9/19						5432900
1/10/19						6056400
1/11/19						5039100
1/14/19						5247300
1/15/19						6056600
1/16/19						4691700
1/17/19						3676700
1/18/19						24150800
1/22/19						12066700
1/23/19						12530000
1/24/19						8012200
1/25/19						7249600
1/28/19						6423300
1/29/19						4621700
1/30/19						11250300
1/31/19						12569200
2/1/19						7283400
2/4/19						7352100
2/5/19						6742800
2/6/19						5038500
2/7/19						6520600
2/8/19						5844200
2/11/19						7129700
2/12/19						5517600
2/13/19						5141600
2/14/19						5200800
2/15/19						3904900
2/19/19						4168400
2/20/19						7142100
2/21/19						8909200
2/22/19						5740600
2/25/19						6626500
2/26/19						8582500
2/27/19						11183900
2/28/19						10520700
3/1/19						22911400
3/4/19						17096800
3/5/19						18764700
3/6/19						10335500
3/7/19						9442500
3/8/19						8819600
3/11/19						7392300
3/12/19						7504100
3/13/19						6844700
3/14/19						7103400
3/15/19						14785500
3/18/19						10281000
3/19/19						11800600
3/20/19						6908200
3/21/19						5947100
3/22/19						8745600
3/25/19						10215000
3/26/19						7350900
3/27/19						8779200
3/28/19						6774100
3/29/19						5991300
4/1/19						8110400
4/2/19						5478900
4/3/19						7929900
4/4/19						23720700
4/5/19						13038300
4/8/19						10410400
4/9/19						5904000
4/10/19						7061300
4/11/19						9835900
4/12/19						6746000
4/15/19						10038600
4/16/19						7272900
4/17/19						5126500
4/18/19						5876300
4/22/19						12147100
4/23/19						10943900
4/24/19						10727500
4/25/19						21849400
4/26/19						22360700
4/29/19						16714500
4/30/19						9464600
5/1/19						10704400
5/2/19						18159300
5/3/19						23706800
5/6/19						10833900
5/7/19						10131400
5/8/19						6176400
5/9/19						6711400
5/10/19						7008300
5/13/19						10834800
5/14/19						7252400
5/15/19						7296000
5/16/19						7483300
5/17/19						17786700
5/20/19						20526200
5/21/19						18003900
5/22/19						18685200
5/23/19						26547100
5/24/19						14136600
5/28/19						10312900
5/29/19						11968600
5/30/19						7926500
5/31/19						10406700
6/3/19						13064400
6/4/19						13807500
6/5/19						13510800
6/6/19						20242200
6/7/19						16003500
6/10/19						10585000
6/11/19						11653500
6/12/19						15186200
6/13/19						8168300
6/14/19						7433400
6/17/19						12316800
6/18/19						12715800
6/19/19						6575100
6/20/19						11863500
6/21/19						8202100
6/24/19						5750800
6/25/19						6182100
6/26/19						8507200
6/27/19						6339700
6/28/19						6851400
7/1/19						8238000
7/2/19						9259000
7/3/19						14201100
7/5/19						7065700
7/8/19						5880500
7/9/19						6190800
7/10/19						9145700
7/11/19						7514400
7/12/19						9200500
7/15/19						11000100
7/16/19						8149000
7/17/19						9764700
7/18/19						4764500
7/19/19						7048400
7/22/19						6842400
7/23/19						5023100
7/24/19						11072800
7/25/19						22418300
7/26/19						10027700
7/29/19						9273300
7/30/19						8109000
7/31/19						9178200
8/1/19						8259500
8/2/19						6100400
8/5/19						7028300
8/6/19						5564200
8/7/19						4776500
8/8/19						5274300
8/9/19						3898200
8/12/19						4663900
8/13/19						4848100
8/14/19						9562600
8/15/19						8159600
8/16/19						5098500
8/19/19						5309600
8/20/19						4125200
8/21/19						7794300
8/22/19						6559000
8/23/19						8538600
8/26/19						5051900
8/27/19						5416200
8/28/19						3225500
8/29/19						5179500
8/30/19						9320600
