1/2/19						7983100
1/3/19						6975600
1/4/19						9182600
1/7/19						7993200
1/8/19						8881400
1/9/19						6348800
1/10/19						6507700
1/11/19						4686200
1/14/19						6005900
1/15/19						5998500
1/16/19						6366900
1/17/19						4208900
1/18/19						6020500
1/22/19						6416800
1/23/19						5225200
1/24/19						4089900
1/25/19						4945900
1/28/19						4837700
1/29/19						4632800
1/30/19						5783800
1/31/19						10910300
2/1/19						11506200
2/4/19						4929100
2/5/19						4453100
2/6/19						3939900
2/7/19						4626600
2/8/19						5657500
2/11/19						3317300
2/12/19						4858600
2/13/19						3560300
2/14/19						4120500
2/15/19						4343900
2/19/19						3681700
2/20/19						3337600
2/21/19						3483400
2/22/19						3096200
2/25/19						3184500
2/26/19						2665800
2/27/19						3148800
2/28/19						3025900
3/1/19						4974900
3/4/19						6167400
3/5/19						3681500
3/6/19						3996000
3/7/19						4957000
3/8/19						4667000
3/11/19						3876400
3/12/19						3614500
3/13/19						3552000
3/14/19						2946600
3/15/19						7550900
3/18/19						5429100
3/19/19						6364200
3/20/19						6265600
3/21/19						5767800
3/22/19						6363000
3/25/19						5103800
3/26/19						4865900
3/27/19						4324800
3/28/19						3043000
3/29/19						3320800
4/1/19						4238800
4/2/19						3448100
4/3/19						3980600
4/4/19						3623900
4/5/19						3640500
4/8/19						3752800
4/9/19						3714400
4/10/19						2964000
4/11/19						2654800
4/12/19						3114400
4/15/19						3724400
4/16/19						3044600
4/17/19						2893500
4/18/19						2749900
4/22/19						3373800
4/23/19						4640400
4/24/19						3675800
4/25/19						6099100
4/26/19						8432600
4/29/19						4021300
4/30/19						3506000
5/1/19						3117000
5/2/19						3962900
5/3/19						6381600
5/6/19						5417800
5/7/19						5902100
5/8/19						4078600
5/9/19						5308300
5/10/19						5718000
5/13/19						5783400
5/14/19						4629100
5/15/19						4692600
5/16/19						4707800
5/17/19						4736600
5/20/19						3798200
5/21/19						4005100
5/22/19						2936600
5/23/19						4424300
5/24/19						3369700
5/28/19						3200000
5/29/19						4279000
5/30/19						3146900
5/31/19						4618800
6/3/19						9098700
6/4/19						5679100
6/5/19						4239800
6/6/19						3689300
6/7/19						4808200
6/10/19						5371000
6/11/19						4042700
6/12/19						2674500
6/13/19						2795800
6/14/19						2851200
6/17/19						2634300
6/18/19						3895700
6/19/19						2895300
6/20/19						3217200
6/21/19						3933600
6/24/19						2283000
6/25/19						3012300
6/26/19						2441900
6/27/19						2141700
6/28/19						3037400
7/1/19						3203300
7/2/19						2645900
7/3/19						1690300
7/5/19						2628400
7/8/19						2883400
7/9/19						4345700
7/10/19						4931900
7/11/19						4317800
7/12/19						2509300
7/15/19						2981300
7/16/19						2618200
7/17/19						2558800
7/18/19						3504300
7/19/19						3185600
7/22/19						2900000
7/23/19						2703500
7/24/19						2631300
7/25/19						4136500
7/26/19						4927100
7/29/19						4493200
7/30/19						2910900
7/31/19						4470700
8/1/19						4713300
8/2/19						4956200
8/5/19						6058200
8/6/19						5070300
8/7/19						4526900
8/8/19						3701200
8/9/19						2879800
8/12/19						2905500
8/13/19						3994000
8/14/19						4893600
8/15/19						3759100
8/16/19						3018000
8/19/19						2816300
8/20/19						1929500
8/21/19						2031800
8/22/19						2653500
8/23/19						5270800
8/26/19						3080000
8/27/19						3019700
8/28/19						2419700
8/29/19						3015100
8/30/19						3058700
